event_name,event_id,market_type,runner_name,ltp,total_matched,odd,proba
Barcelona v Paris St-G,30186199,HALF_TIME_SCORE,Any Unquoted ,22.970802919708028,0.0,21.970802919708028,0.05693320208385609
Barcelona v Paris St-G,30186199,HAT_TRICKED_SCORED,No,1.05,0.0,0.050000000000000044,0.9523966599438297
Barcelona v Paris St-G,30186199,HAT_TRICKED_SCORED,Yes,19.272727272727273,0.0,18.272727272727273,0.056113583386310666
Barcelona v Paris St-G,30186199,MATCH_ODDS,Barcelona,7.531135986733001,0.0,6.531135986733002,0.48698902325096305
Barcelona v Paris St-G,30186199,MATCH_ODDS,Paris St-G,3.909152119700748,0.0,2.909152119700748,0.2692294912169403
Barcelona v Paris St-G,30186199,MATCH_ODDS,The Draw,6.888091666666666,0.0,5.888091666666667,0.24176729148275408
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_BTTS,Barcelona/No,61.09428571428571,0.0,60.09428571428571,0.2255902051124574
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_BTTS,Barcelona/Yes,3.361574074074074,0.0,2.361574074074074,0.29954846491814463
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_BTTS,Draw/No,104.14285714285714,0.0,103.14285714285714,0.04548944099378882
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_BTTS,Draw/Yes,5.3,0.0,4.3,0.1898447119794332
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_BTTS,Paris St-G/No,10.93177570093458,0.0,9.93177570093458,0.09183665616518115
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_BTTS,Paris St-G/Yes,6.979047619047619,0.0,5.979047619047619,0.14461487843840787
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_25,Barcelona/Over 2.5 Goals,2.5720930232558143,0.0,1.5720930232558141,0.38925640247954735
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_25,Barcelona/Under 2.5 Goals,502.8,0.0,501.8,0.08978571428571429
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_25,Draw/Over 2.5 Goals,,0.0,,
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_25,Draw/Under 2.5 Goals,7.2,0.0,6.2,0.1388888888888889
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_25,Paris St-G/Over 2.5 Goals,6.303703703703705,0.0,5.303703703703705,0.15868813583867347
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_25,Paris St-G/Under 2.5 Goals,9.6,0.0,8.6,0.10416666666666669
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_35,Barcelona/Over 3.5 Goals,4.2785714285714285,0.0,3.2785714285714285,0.23380398671096345
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_35,Barcelona/Under 3.5 Goals,2.9536842105263155,0.0,1.9536842105263157,0.348421281514288
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_35,Draw/Over 3.5 Goals,,0.0,,
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_35,Draw/Under 3.5 Goals,,0.0,,
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_35,Paris St-G/Over 3.5 Goals,11.03125,0.0,10.03125,0.09066205533596838
Barcelona v Paris St-G,30186199,MATCH_ODDS_AND_OU_35,Paris St-G/Under 3.5 Goals,,0.0,,
Barcelona v Paris St-G,30186199,ODD_OR_EVEN,Even,1.945,0.0,0.945,0.5143254866454343
Barcelona v Paris St-G,30186199,ODD_OR_EVEN,Odd,2.0307142857142857,0.0,1.0307142857142857,0.493173700846581
Barcelona v Paris St-G,30186199,OVER_UNDER_05,Over 0.5 Goals,1.049763779527559,0.0,0.0497637795275591,0.9527107732512435
Barcelona v Paris St-G,30186199,OVER_UNDER_05,Under 0.5 Goals,20.805785123966942,0.0,19.805785123966942,0.049099830518295105
